,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,# unique markers (of 43),# multi-copy,Taxonomy,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,# genomic features,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,status,superkingdom,phylum,class,order,family,genus,species,strain,sample_id
43B_Month6_18_S624,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062180,5061760,5060100,5051544,5051544,5011508,4,5011508,5061760,5062596,50.60,50.60,5011508,5011508,5011508,5011508,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,0.43,0.12,0 + 0 part,5011508,5061760,5011508,5011508,5011508,5011508,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_18_S624.fasta
43B_Month6_19_S632,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,74,38,27,22,18,13,5018995,5009154,4978635,4943245,4874980,4708004,42,1185430,5011749,5062596,50.57,50.60,396283,359102,339374,339374,4,5,8,8,0,0,0,0,0,0,0,0 + 0 part,0,98.996,1.000,0.00,0.14,0.04,0 + 0 part,1185430,5011749,396283,359102,339374,339374,4,5,8,8,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_19_S632.fasta
43B_Month6_1_S583,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,65,33,26,21,17,12,5020534,5010542,4991659,4956260,4887661,4709531,37,1185420,5013362,5062596,50.57,50.60,396466,396466,347638,347638,4,4,7,7,0,0,0,0,0,0,0,0 + 0 part,0,99.029,1.000,0.00,0.08,0.06,0 + 0 part,1185420,5013362,396466,396466,347638,347638,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_1_S583.fasta
43B_Month6_20_S640,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,11,7,3,2,2,1,5056206,5055365,5043162,5034606,5034606,5005776,7,5005776,5055365,5062596,50.59,50.60,5005776,5005776,5005776,5005776,1,1,1,1,1,1,5005776,0,0,0,0,0 + 0 part,0,99.857,1.000,0.00,2.89,0.34,0 + 0 part,4925776,5055362,4925776,4925776,4925776,4925776,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_20_S640.fasta
43B_Month6_21_S648,Bacteria,5449,104,58,0,103,1,0,0,0,100.0,0.16,0.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,91,45,32,27,21,14,5014617,5001457,4967274,4932497,4829310,4597795,53,1185417,5006491,5062596,50.57,50.60,396151,396151,204234,204234,4,4,8,8,0,0,0,1,0,0,0,0 + 0 part,0,98.892,1.000,0.00,0.16,0.02,0 + 0 part,1185417,5006491,396151,396151,204234,204234,4,4,8,8,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_21_S648.fasta
43B_Month6_22_S656,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5061983,5061563,5059903,5051347,5051347,5011311,4,5011311,5061563,5062596,50.60,50.60,5011311,5011311,5011311,5011311,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.98,1.000,0.00,1.44,0.00,0 + 0 part,5011311,5061563,5011311,5011311,5011311,5011311,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_22_S656.fasta
43B_Month6_23_S664,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062142,5061722,5060062,5051506,5051506,5011470,4,5011470,5061722,5062596,50.60,50.60,5011470,5011470,5011470,5011470,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,1.05,0.16,0 + 0 part,5011470,5061722,5011470,5011470,5011470,5011470,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_23_S664.fasta
43B_Month6_24_S672,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,5,4,2,2,1,5061925,5061200,5059540,5044476,5044476,5011379,5,5011379,5061200,5062596,50.60,50.60,5011379,5011379,5011379,5011379,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.973,1.000,0.00,1.56,0.06,0 + 0 part,5011379,5061200,5011379,5011379,5011379,5011379,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_24_S672.fasta
43B_Month6_2_S591,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,6,5,4,3,3,1,5101217,5100797,5099137,5090581,5090581,5009876,5,5009876,5100797,5062596,50.61,50.60,5009876,5009876,5009876,5009876,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.951,1.008,0.00,0.36,0.00,0 + 0 part,5009876,5100772,5009876,5009876,5009876,5009876,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_2_S591.fasta
43B_Month6_3_S599,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062176,5061756,5060096,5051540,5051540,5011504,4,5011504,5061756,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,0.30,0.00,0 + 0 part,5011504,5061756,5011504,5011504,5011504,5011504,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_3_S599.fasta
43B_Month6_4_S607,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,11,7,3,2,2,1,5061915,5061074,5048871,5040315,5040315,5011485,7,5011485,5061074,5062596,50.60,50.60,5011485,5011485,5011485,5011485,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.97,1.000,0.00,0.57,0.04,0 + 0 part,5011485,5061074,5011485,5011485,5011485,5011485,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_4_S607.fasta
43B_Month6_5_S615,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062157,5061737,5060077,5051521,5051521,5011485,4,5011485,5061737,5062596,50.60,50.60,5011485,5011485,5011485,5011485,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,0.93,0.04,0 + 0 part,5011485,5061737,5011485,5011485,5011485,5011485,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_5_S615.fasta
43B_Month6_6_S623,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,5,4,2,2,1,5062056,5061331,5059671,5044607,5044607,5011510,5,5011510,5061331,5062596,50.60,50.60,5011510,5011510,5011510,5011510,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.975,1.000,0.00,0.36,0.02,0 + 0 part,5011510,5061331,5011510,5011510,5011510,5011510,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_6_S623.fasta
43B_Month6_7_S631,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,5,4,2,2,1,5062050,5061325,5059665,5044601,5044601,5011504,5,5011504,5061325,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.975,1.000,0.00,0.45,0.00,0 + 0 part,5011504,5061325,5011504,5011504,5011504,5011504,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_7_S631.fasta
43B_Month6_8_S639,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062183,5061763,5060103,5051547,5051547,5011511,4,5011511,5061763,5062596,50.60,50.60,5011511,5011511,5011511,5011511,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,1.58,0.10,0 + 0 part,5011511,5061763,5011511,5011511,5011511,5011511,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_8_S639.fasta
43B_Month6_9_S647,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,90,43,31,26,22,16,5016993,5005057,4973755,4938955,4870917,4665360,48,1185431,5008041,5062596,50.56,50.60,396137,396137,268809,268809,4,4,8,8,0,0,0,0,0,0,0,0 + 0 part,0,98.923,1.000,0.00,0.22,0.02,0 + 0 part,1185431,5008041,396137,396137,268809,268809,4,4,8,8,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43B_Month6_9_S647.fasta
43L_Day7_10_S171_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062176,5061756,5060096,5051540,5051540,5011504,4,5011504,5061756,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,0.32,0.00,0 + 0 part,5011504,5061756,5011504,5011504,5011504,5011504,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_10_S171_L002.fasta
43L_Day7_11_S179_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,4,3,2,2,2,1,5053620,5053200,5051540,5051540,5051540,5011504,3,5011504,5053200,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.814,1.000,0.00,0.36,0.00,0 + 0 part,5011504,5053200,5011504,5011504,5011504,5011504,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_11_S179_L002.fasta
43L_Day7_12_S187_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062176,5061756,5060096,5051540,5051540,5011504,4,5011504,5061756,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,0.24,0.00,0 + 0 part,5011504,5061756,5011504,5011504,5011504,5011504,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_12_S187_L002.fasta
43L_Day7_13_S100_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,78,39,28,23,19,14,5019775,5009481,4978962,4943568,4875303,4708327,42,1185431,5011492,5062596,50.57,50.60,396565,359326,279618,279618,4,5,8,8,0,0,0,0,0,0,0,0 + 0 part,0,98.991,1.000,0.00,0.08,0.00,0 + 0 part,1185431,5011492,396565,359326,279618,279618,4,5,8,8,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_13_S100_L002.fasta
43L_Day7_14_S108_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,5,4,2,2,1,5062074,5061349,5059689,5044625,5044625,5011528,5,5011528,5061349,5062596,50.60,50.60,5011528,5011528,5011528,5011528,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.975,1.000,0.00,0.30,0.02,0 + 0 part,5011528,5061349,5011528,5011528,5011528,5011528,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_14_S108_L002.fasta
43L_Day7_15_S116_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,5,4,2,2,1,5062050,5061325,5059665,5044601,5044601,5011504,5,5011504,5061325,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.975,1.000,0.00,0.32,0.00,0 + 0 part,5011504,5061325,5011504,5011504,5011504,5011504,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_15_S116_L002.fasta
43L_Day7_16_S124_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,4,3,2,2,2,1,5053620,5053200,5051540,5051540,5051540,5011504,3,5011504,5053200,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.814,1.000,0.00,0.16,0.00,0 + 0 part,5011504,5053200,5011504,5011504,5011504,5011504,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_16_S124_L002.fasta
43L_Day7_17_S132_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,65,33,26,21,17,12,5020661,5010659,4991776,4956440,4887841,4709659,37,1185431,5013479,5062596,50.57,50.60,396565,396565,347638,347638,4,4,7,7,0,0,0,0,0,0,0,0 + 0 part,0,99.03,1.000,0.00,0.08,0.00,0 + 0 part,1185431,5013479,396565,396565,347638,347638,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_17_S132_L002.fasta
43L_Day7_18_S140_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,65,33,26,21,17,12,5020660,5010659,4991776,4956440,4887891,4709709,37,1185431,5013479,5062596,50.57,50.60,396565,396565,347638,347638,4,4,7,7,0,0,0,0,0,0,0,0 + 0 part,0,99.03,1.000,0.00,0.30,0.00,0 + 0 part,1185431,5013479,396565,396565,347638,347638,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_18_S140_L002.fasta
43L_Day7_19_S148_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,6,5,4,3,3,1,5097988,5097568,5095908,5087352,5087352,5011503,5,5011503,5097568,5062596,50.58,50.60,5011503,5011503,5011503,5011503,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.007,0.00,0.73,0.08,0 + 0 part,5011503,5097527,5011503,5011503,5011503,5011503,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_19_S148_L002.fasta
43L_Day7_1_S99_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,11,7,3,2,2,1,5061934,5061093,5048890,5040334,5040334,5011504,7,5011504,5061093,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.97,1.000,0.00,0.34,0.00,0 + 0 part,5011504,5061093,5011504,5011504,5011504,5011504,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_1_S99_L002.fasta
43L_Day7_20_S156_L002,Bacteria,5449,104,58,0,99,5,0,0,0,100.0,8.62,100.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,9,6,5,3,3,2,5120124,5119399,5117739,5102675,5102675,5069578,6,5011504,5119399,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.975,1.011,0.00,0.71,0.00,0 + 0 part,5011504,5119399,5011504,5011504,5011504,5011504,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_20_S156_L002.fasta
43L_Day7_21_S164_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062175,5061755,5060095,5051539,5051539,5011503,4,5011503,5061755,5062596,50.60,50.60,5011503,5011503,5011503,5011503,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,0.12,0.02,0 + 0 part,5011503,5061755,5011503,5011503,5011503,5011503,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_21_S164_L002.fasta
43L_Day7_22_S172_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062194,5061774,5060114,5051558,5051558,5011522,4,5011522,5061774,5062596,50.60,50.60,5011522,5011522,5011522,5011522,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.978,1.000,0.00,0.69,0.10,0 + 0 part,5011226,5061478,5011226,5011226,5011226,5011226,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_22_S172_L002.fasta
43L_Day7_23_S180_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,63,32,26,22,18,13,5020373,5010862,4995286,4967056,4898457,4720275,36,1185431,5013682,5062596,50.57,50.60,396466,359326,339374,339374,4,5,8,8,0,0,0,0,0,0,0,0 + 0 part,0,99.034,1.000,0.00,0.10,0.00,0 + 0 part,1185431,5013682,396466,359326,339374,339374,4,5,8,8,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_23_S180_L002.fasta
43L_Day7_24_S188_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,69,35,27,21,17,12,5019867,5010115,4990139,4948234,4879919,4708676,38,1185431,5012126,5062596,50.57,50.60,396466,396466,347638,347638,4,4,7,7,0,0,0,0,0,0,0,0 + 0 part,0,99.003,1.000,0.00,0.12,0.00,0 + 0 part,1185431,5012126,396466,396466,347638,347638,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_24_S188_L002.fasta
43L_Day7_2_S107_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,5,4,2,2,1,5062050,5061325,5059665,5044601,5044601,5011504,5,5011504,5061325,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.975,1.000,0.00,0.57,0.00,0 + 0 part,5011504,5061325,5011504,5011504,5011504,5011504,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_2_S107_L002.fasta
43L_Day7_3_S115_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,65,33,26,21,17,12,5020661,5010659,4991776,4956440,4887841,4709659,37,1185431,5013479,5062596,50.57,50.60,396565,396565,347638,347638,4,4,7,7,0,0,0,0,0,0,0,0 + 0 part,0,99.03,1.000,0.00,0.18,0.00,0 + 0 part,1185431,5013479,396565,396565,347638,347638,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_3_S115_L002.fasta
43L_Day7_4_S123_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,72,35,27,22,18,13,5011342,5001269,4981107,4947759,4879680,4708437,38,1185431,5003280,5062596,50.57,50.60,396565,396565,279618,279618,4,4,7,7,0,0,0,0,0,0,0,0 + 0 part,0,98.828,1.000,0.00,0.06,0.00,0 + 0 part,1185431,5003280,396565,396565,279618,279618,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_4_S123_L002.fasta
43L_Day7_5_S131_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,65,33,26,21,17,12,5020659,5010659,4991776,4956440,4887841,4709659,37,1185431,5013479,5062596,50.57,50.60,396565,396565,347638,347638,4,4,7,7,0,0,0,0,0,0,0,0 + 0 part,0,99.03,1.000,0.00,0.18,0.00,0 + 0 part,1185431,5013479,396565,396565,347638,347638,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_5_S131_L002.fasta
43L_Day7_6_S139_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062176,5061756,5060096,5051540,5051540,5011504,4,5011504,5061756,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.978,1.000,0.00,0.18,0.00,0 + 0 part,5011208,5061460,5011208,5011208,5011208,5011208,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_6_S139_L002.fasta
43L_Day7_7_S147_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,65,33,26,21,17,12,5020661,5010659,4991776,4956440,4887891,4709709,37,1185431,5013479,5062596,50.57,50.60,396565,396565,347638,347638,4,4,7,7,0,0,0,0,0,0,0,0 + 0 part,0,99.03,1.000,0.00,0.12,0.00,0 + 0 part,1185431,5013479,396565,396565,347638,347638,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,43L_Day7_7_S147_L002.fasta
