,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,# unique markers (of 43),# multi-copy,Taxonomy,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,# genomic features,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,ID,status,superkingdom,phylum,class,order,family,genus
27L_Day7_10_S1024,Bacteria,5449,104,58,7,77,20,0,0,0,93.65,19.46,95.0,29,11,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,669,573,264,145,42,1,4754752,4675912,3932622,3066925,1416921,55846,667,55846,4753952,5064668,50.64,50.57,15661,14013,7305,5787,91,101,204,240,10,10,49528,6,0,0,0,0 + 0 part,0,87.345,1.075,0.00,86.13,5.06,3740 + 603 part,55566,4751591,15661,14013,7305,5787,91,101,204,240,AZ20_assemblies/27L_Day7_10_S1024.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_11_S1025,Bacteria,5449,104,58,0,93,11,0,0,0,100.0,15.52,100.0,39,4,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,21,21,18,14,6,2,5383092,5383092,5373487,5345733,5230435,5104895,21,5049193,5383092,5064668,50.60,50.57,5049193,5049193,5049193,5049193,1,1,1,1,4,3,63384,11,0,0,0,0 + 1 part,1591,99.927,1.063,0.00,11.20,1.24,4725 + 4 part,5046835,5379867,5046835,5046835,5046835,5046835,1,1,1,1,AZ20_assemblies/27L_Day7_11_S1025.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_12_S1026,Bacteria,5449,104,58,0,103,1,0,0,0,100.0,1.72,100.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,9,9,8,5,5,4,5311136,5311136,5307963,5287219,5287219,5257559,9,4803541,5311136,5064668,50.55,50.57,4803541,4803541,4803541,4803541,1,1,1,1,5,4,382713,9,0,0,0,0 + 1 part,1640,99.897,1.049,0.00,7.55,0.69,4724 + 6 part,4801307,5308402,4801307,4801307,4801307,4801307,1,1,1,1,AZ20_assemblies/27L_Day7_12_S1026.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_13_S1279,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,5,3,1,1,1,5073622,5073622,5068419,5056177,5056177,5056177,5,5056177,5073622,5064668,50.54,50.57,5056177,5056177,5056177,5056177,1,1,1,1,2,1,5056177,3,0,0,0,2 + 0 part,8758,99.913,1.001,0.00,7.00,0.18,4730 + 2 part,4694004,5063551,4694004,4694004,4694004,4694004,1,1,1,1,AZ20_assemblies/27L_Day7_13_S1279.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_14_S1115,Bacteria,5449,104,58,0,100,4,0,0,0,100.0,6.9,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,12,10,7,5,4,4,5295911,5295451,5287723,5273212,5248444,5248444,10,4766272,5295451,5064668,50.52,50.57,4766272,4766272,4766272,4766272,1,1,1,1,5,4,5044614,7,0,0,0,0 + 0 part,0,99.805,1.048,0.00,8.78,0.32,4716 + 3 part,3752340,5293187,3752340,3752340,1006462,1006462,1,1,2,2,AZ20_assemblies/27L_Day7_14_S1115.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_15_S1158,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065172,5065172,5061999,5056485,5056485,5056485,3,5056485,5065172,5064668,50.57,50.57,5056485,5056485,5056485,5056485,1,1,1,1,2,1,5056485,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,5.06,0.22,4730 + 2 part,4694377,5063924,4694377,4694377,4694377,4694377,1,1,1,1,AZ20_assemblies/27L_Day7_15_S1158.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_16_S1159,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065166,5065166,5061993,5056479,5056479,5056479,3,5056479,5065166,5064668,50.57,50.57,5056479,5056479,5056479,5056479,1,1,1,1,2,1,5056479,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,5.81,0.18,4730 + 2 part,4694371,5063918,4694371,4694371,4694371,4694371,1,1,1,1,AZ20_assemblies/27L_Day7_16_S1159.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_17_S116,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,2,2,2,1,1,1,5061983,5061983,5061983,5056469,5056469,5056469,2,5056469,5061983,5064668,50.58,50.57,5056469,5056469,5056469,5056469,1,1,1,1,2,1,5056469,0,0,0,0,0 + 0 part,0,99.861,1.001,0.00,5.30,0.18,4726 + 1 part,4694538,5060912,4694538,4694538,4694538,4694538,1,1,1,1,AZ20_assemblies/27L_Day7_17_S116.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_18_S116,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065162,5065162,5061989,5056475,5056475,5056475,3,5056475,5065162,5064668,50.57,50.57,5056475,5056475,5056475,5056475,1,1,1,1,2,1,5056475,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,8.26,0.36,4731 + 1 part,4694544,5064091,4694544,4694544,4694544,4694544,1,1,1,1,AZ20_assemblies/27L_Day7_18_S116.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_19_S1162,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,3,2,1,1,1,5065095,5063943,5061984,5056470,5056470,5056470,4,5056470,5064663,5064668,50.57,50.57,5056470,5056470,5056470,5056470,1,1,1,1,2,1,5056470,0,0,0,0,0 + 0 part,0,99.914,1.001,0.00,5.36,0.18,4731 + 0 part,4694538,5063592,4694538,4694538,4694538,4694538,1,1,1,1,AZ20_assemblies/27L_Day7_19_S1162.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_1_S99,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5051441,5051441,5048268,5042754,5042754,5042754,3,5042754,5051441,5064668,50.57,50.57,5042754,5042754,5042754,5042754,1,1,1,1,3,1,5042754,1,0,0,0,0 + 0 part,0,99.65,1.001,0.00,2.77,0.28,4718 + 4 part,3769815,5050193,3769815,3769815,910831,910831,1,1,2,2,AZ20_assemblies/27L_Day7_1_S99.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_20_S116,Bacteria,5449,104,58,0,103,1,0,0,0,100.0,0.16,0.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,200,74,51,42,28,20,4984623,4947050,4889845,4828687,4587934,4325900,96,611060,4961348,5064668,50.53,50.57,218207,218207,107353,104935,7,7,14,15,0,0,0,1,0,0,0,0 + 0 part,0,97.958,1.000,0.00,0.52,0.02,4577 + 62 part,611060,4961346,218207,218207,107353,104935,7,7,14,15,AZ20_assemblies/27L_Day7_20_S116.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_21_S1164,Bacteria,5449,104,58,0,103,1,0,0,0,100.0,0.16,0.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,209,75,50,40,28,20,4984392,4944913,4885590,4816183,4606363,4325599,99,611060,4960464,5064668,50.53,50.57,221190,218096,112854,107353,7,8,14,15,0,0,0,2,0,0,0,0 + 0 part,0,97.935,1.000,0.00,1.25,0.26,4574 + 64 part,611060,4960448,221190,218096,112854,107353,7,8,14,15,AZ20_assemblies/27L_Day7_21_S1164.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_22_S1165,Bacteria,5449,104,58,0,90,14,0,0,0,100.0,15.67,100.0,39,4,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,78,78,48,29,9,1,5854145,5854145,5777507,5639991,5316038,5055597,78,5055597,5854145,5064668,50.59,50.57,5055597,5055597,5055597,5055597,1,1,1,1,28,27,424640,11,0,0,0,0 + 1 part,1451,99.901,1.157,0.00,16.56,5.28,4723 + 3 part,5051059,5847731,5051059,5051059,5051059,5051059,1,1,1,1,AZ20_assemblies/27L_Day7_22_S1165.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_23_S1166,Bacteria,5449,104,58,0,82,22,0,0,0,100.0,16.77,100.0,33,10,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,98,97,51,32,3,3,5685984,5685250,5578384,5447412,5039229,5039229,98,3726623,5685984,5064668,50.59,50.57,3726623,3726623,912205,912205,1,1,2,2,46,42,4131741,10,0,0,0,0 + 0 part,0,99.931,1.123,0.00,20.41,5.04,4723 + 9 part,3182340,5682444,3182340,3182340,541774,912204,1,1,3,2,AZ20_assemblies/27L_Day7_23_S1166.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_24_S1278,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065325,5065325,5062152,5056638,5056638,5056638,3,5056638,5065325,5064668,50.57,50.57,5056638,5056638,5056638,5056638,1,1,1,1,2,1,5056638,2,0,0,0,0 + 0 part,0,99.921,1.001,0.00,4.51,0.06,4730 + 2 part,4694394,5063941,4694394,4694394,4694394,4694394,1,1,1,1,AZ20_assemblies/27L_Day7_24_S1278.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_2_S994,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065151,5065151,5061978,5056464,5056464,5056464,3,5056464,5065151,5064668,50.57,50.57,5056464,5056464,5056464,5056464,1,1,1,1,2,1,5056464,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,5.14,0.18,4731 + 1 part,4694533,5064080,4694533,4694533,4694533,4694533,1,1,1,1,AZ20_assemblies/27L_Day7_2_S994.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_3_S995,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065162,5065162,5061989,5056475,5056475,5056475,3,5056475,5065162,5064668,50.57,50.57,5056475,5056475,5056475,5056475,1,1,1,1,2,1,5056475,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.81,0.26,4731 + 1 part,4694545,5064091,4694545,4694545,4694545,4694545,1,1,1,1,AZ20_assemblies/27L_Day7_3_S995.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_4_S996,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065162,5065162,5061989,5056475,5056475,5056475,3,5056475,5065162,5064668,50.57,50.57,5056475,5056475,5056475,5056475,1,1,1,1,2,1,5056475,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.77,0.30,4732 + 0 part,4694545,5064091,4694545,4694545,4694545,4694545,1,1,1,1,AZ20_assemblies/27L_Day7_4_S996.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_5_S997,Bacteria,5449,104,58,0,99,5,0,0,0,100.0,6.9,100.0,41,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,46,40,32,24,9,4,5680250,5675934,5655580,5601460,5349801,5169990,45,3463204,5680026,5064668,50.52,50.57,3463204,3463204,1544425,1544425,1,1,2,2,12,10,5235652,10,0,0,0,0 + 0 part,0,99.698,1.125,0.00,9.61,1.74,4708 + 11 part,2028192,5676295,1433821,1433821,1179896,1179896,2,2,3,3,AZ20_assemblies/27L_Day7_5_S997.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_6_S998,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,21,18,14,7,7,6,5244034,5242355,5231411,5181422,5181422,5132857,20,4367770,5243913,5064668,50.55,50.57,4367770,4367770,4367770,4367770,1,1,1,1,5,5,224563,8,0,0,0,0 + 1 part,1639,99.9,1.036,0.00,8.28,0.47,4724 + 5 part,4365537,5241323,4365537,4365537,4365537,4365537,1,1,1,1,AZ20_assemblies/27L_Day7_6_S998.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_8_S,Bacteria,5449,104,58,1,90,13,0,0,0,98.28,9.87,100.0,34,9,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,81,81,10,4,4,4,5215750,5215750,5072889,5032276,5032276,5032276,81,1733890,5215750,5064668,50.55,50.57,1365046,1365046,1277557,1277557,2,2,3,3,27,26,3194186,11,0,0,0,0 + 1 part,664,99.574,1.034,0.00,42.77,2.16,4706 + 9 part,1731916,5212967,1324568,1324568,1277557,1277557,2,2,3,3,AZ20_assemblies/27L_Day7_8_S.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Day7_9_S,Bacteria,5449,104,58,0,87,17,0,0,0,100.0,5.17,100.0,35,8,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,11,10,8,7,4,4,5280132,5279574,5273867,5268353,5215113,5215113,11,3122956,5280132,5064668,50.50,50.57,3122956,3122956,1322229,1322229,1,1,2,2,7,7,5257310,8,0,0,0,0 + 1 part,1263,99.578,1.047,0.00,5.89,0.42,4703 + 9 part,2529834,5276261,1305555,1305555,591008,1305555,2,2,3,2,AZ20_assemblies/27L_Day7_9_S.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_10_S22,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065076,5065076,5061903,5056389,5056389,5056389,3,5056389,5065076,5064668,50.57,50.57,5056389,5056389,5056389,5056389,1,1,1,1,0,0,0,2,0,0,0,0 + 1 part,1263,99.982,1.000,0.00,3.57,0.34,4731 + 2 part,5055126,5063813,5055126,5055126,5055126,5055126,1,1,1,1,AZ20_assemblies/27L_Month3_10_S22.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_10_pos_S137,Bacteria,5449,104,58,1,100,3,0,0,0,98.28,5.17,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,61,61,35,15,7,3,5484720,5484720,5410258,5269273,5148783,5032501,61,4353353,5484720,5064668,50.55,50.57,4353353,4353353,4353353,4353353,1,1,1,1,32,26,5246967,10,0,0,0,0 + 0 part,0,99.683,1.086,0.00,13.19,3.92,4716 + 5 part,2337217,5482578,2015161,2015161,2015161,2015161,2,2,2,2,AZ20_assemblies/27L_Month3_10_pos_S137.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_11_S224,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065156,5065156,5061983,5056469,5056469,5056469,3,5056469,5065156,5064668,50.57,50.57,5056469,5056469,5056469,5056469,1,1,1,1,2,1,5056469,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,2.85,0.41,4729 + 3 part,4694361,5063908,4694361,4694361,4694361,4694361,1,1,1,1,AZ20_assemblies/27L_Month3_11_S224.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_11_pos_S1372,Bacteria,5449,104,58,0,102,2,0,0,0,100.0,3.45,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,7,7,5,5,3,2,5111939,5111939,5107511,5107511,5079487,5046585,7,4066446,5111939,5064668,50.56,50.57,4066446,4066446,4066446,4066446,1,1,1,1,3,1,4066446,0,0,0,0,0 + 0 part,0,99.556,1.014,0.00,10.45,0.87,4710 + 3 part,2280753,5110817,1744018,1744018,1744018,1744018,2,2,2,2,AZ20_assemblies/27L_Month3_11_pos_S1372.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_12_S225,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065162,5065162,5061989,5056475,5056475,5056475,3,5056475,5065162,5064668,50.57,50.57,5056475,5056475,5056475,5056475,1,1,1,1,2,1,5056475,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,3.02,0.30,4729 + 3 part,4694367,5063914,4694367,4694367,4694367,4694367,1,1,1,1,AZ20_assemblies/27L_Month3_12_S225.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_12_pos_S137,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065093,5065093,5061920,5056406,5056406,5056406,3,5056406,5065093,5064668,50.57,50.57,5056406,5056406,5056406,5056406,1,1,1,1,0,0,0,3,0,0,0,0 + 1 part,1440,99.978,1.000,0.00,2.84,0.32,4730 + 3 part,5054966,5063653,5054966,5054966,5054966,5054966,1,1,1,1,AZ20_assemblies/27L_Month3_12_pos_S137.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_13_S307,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065084,5065084,5061911,5056397,5056397,5056397,3,5056397,5065084,5064668,50.57,50.57,5056397,5056397,5056397,5056397,1,1,1,1,0,0,0,2,0,0,0,0 + 1 part,1263,99.982,1.000,0.00,3.67,0.30,4731 + 2 part,5055134,5063821,5055134,5055134,5055134,5055134,1,1,1,1,AZ20_assemblies/27L_Month3_13_S307.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_14_S308,Bacteria,5449,104,58,0,93,11,0,0,0,100.0,15.52,100.0,41,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,36,32,27,22,15,8,5633418,5632797,5619589,5586879,5483219,5211572,32,3048959,5632797,5064668,50.50,50.57,3048959,3048959,1237881,1237881,1,1,2,2,5,5,269285,6,0,0,0,0 + 0 part,0,99.503,1.118,0.00,8.91,1.67,4700 + 4 part,3048681,5630967,3048681,3048681,1237693,1237693,1,1,2,2,AZ20_assemblies/27L_Month3_14_S308.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_15_S309,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065074,5065074,5061901,5056387,5056387,5056387,3,5056387,5065074,5064668,50.57,50.57,5056387,5056387,5056387,5056387,1,1,1,1,0,0,0,2,0,0,0,0 + 1 part,1263,99.982,1.000,0.00,2.29,0.38,4731 + 2 part,5055124,5063811,5055124,5055124,5055124,5055124,1,1,1,1,AZ20_assemblies/27L_Month3_15_S309.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_16_S,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,4,4,3,2,2,2,5160825,5160825,5157652,5152138,5152138,5152138,4,5051437,5160825,5064668,50.56,50.57,5051437,5051437,5051437,5051437,1,1,1,1,2,2,5152138,11,0,0,0,0 + 1 part,2019,99.867,1.020,0.00,10.56,0.67,4722 + 6 part,2654480,5158572,2654480,2654480,2394721,2394721,1,1,2,2,AZ20_assemblies/27L_Month3_16_S.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_17_S,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065078,5065078,5061905,5056391,5056391,5056391,3,5056391,5065078,5064668,50.57,50.57,5056391,5056391,5056391,5056391,1,1,1,1,0,0,0,2,0,0,0,0 + 1 part,1263,99.982,1.000,0.00,4.32,0.45,4731 + 2 part,5055128,5063815,5055128,5055128,5055128,5055128,1,1,1,1,AZ20_assemblies/27L_Month3_17_S.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_18_S312,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065055,5065055,5061882,5056368,5056368,5056368,3,5056368,5065055,5064668,50.57,50.57,5056368,5056368,5056368,5056368,1,1,1,1,0,0,0,3,0,0,0,0 + 1 part,1428,99.978,1.000,0.00,2.69,0.39,4731 + 2 part,5054940,5063627,5054940,5054940,5054940,5054940,1,1,1,1,AZ20_assemblies/27L_Month3_18_S312.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_19_S32,Bacteria,5449,104,58,0,91,13,0,0,0,100.0,18.97,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,32,32,28,23,12,5,5829740,5829740,5815219,5776155,5582186,5327166,32,5045353,5829740,5064668,50.56,50.57,5045353,5045353,5045353,5045353,1,1,1,1,7,6,5210138,13,0,0,0,0 + 1 part,1580,99.874,1.152,0.00,9.77,1.92,4720 + 10 part,4878260,5825472,4878260,4878260,4878260,4878260,1,1,1,1,AZ20_assemblies/27L_Month3_19_S32.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27L_Month3_1_S206,Bacteria,5449,104,58,0,60,41,3,0,0,100.0,22.13,92.0,17,26,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,371,371,41,6,4,4,6013753,6013753,5242743,5022433,4999332,4999332,371,2153165,6013753,5064668,50.66,50.57,1803721,1803721,686060,1803721,2,2,3,2,324,291,2660389,18,0,0,0,0 + 1 part,4056,99.224,1.196,0.00,43.32,4.54,4671 + 24 part,2153165,5999295,904749,904749,686060,892025,2,2,4,3,AZ20_assemblies/27L_Month3_1_S206.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
