	index	PERMANOVA_PseudoF	p_value	unifrac_type	num_samples	num_sequences
3295	yhjC	2.6343532875420785	0.018	unweighted	1157	1157
3296	nuoA	2.9507654512134622	0.012	unweighted	1166	1166
3297	yefM	2.914306121255124	0.012	unweighted	1176	1176
3298	ccmE	3.1662027186699135	0.011	unweighted	1178	1178
3299	iaaA	3.9617049723923325	0.001	unweighted	1144	1144
3300	artP	4.045857643882707	0.001	unweighted	1133	1133
3301	yeaJ	4.029352969158235	0.002	unweighted	1166	1166
3302	pqiA_1	5.338935734033102	0.001	unweighted	1201	1201
3303	btuF_2	6.437730518187007	0.001	unweighted	1207	1207
3304	rimL	5.6054799938117545	0.001	unweighted	1152	1152
3305	ybeZ	3.781093931104803	0.001	unweighted	1158	1158
3306	msrA	3.6207883399387537	0.003	unweighted	1137	1137
3307	deoA	3.061371186657363	0.01	unweighted	1180	1180
3308	mdtA	2.663518112908228	0.025	unweighted	1146	1146
3309	katG	3.227315976284216	0.005	unweighted	1167	1167
3310	slyA	3.84948051919761	0.003	unweighted	1160	1160
3311	fumB	3.9296627287851478	0.001	unweighted	1163	1163
3312	aaeB_2	4.049681162494124	0.001	unweighted	1199	1199
3313	tdh	3.0540080732209343	0.008	unweighted	1162	1162
3314	metL	2.657441079226827	0.021	unweighted	1164	1164
3315	iscA	2.6707950891350927	0.023	unweighted	1156	1156
3316	hofN	3.8658419639871826	0.005	unweighted	1177	1177
3317	ybbW	3.9719142538857373	0.002	unweighted	1159	1159
3318	atpG	3.2069382559283537	0.007	unweighted	1171	1171
3319	fimZ_3	3.4954269933973108	0.001	unweighted	1210	1210
3320	yahF_2	3.4412530418070473	0.001	unweighted	1204	1204
3321	ycbZ	3.0317009591966504	0.012	unweighted	1153	1153
3322	tmk	4.072853543064096	0.001	unweighted	1167	1167
3323	mdtK	3.6065883245003216	0.003	unweighted	1168	1168
3324	nanK_2	4.649268082102015	0.001	unweighted	1200	1200
3325	gntR_2	9.268023887253195	0.001	unweighted	1203	1203
3326	typA	3.0872552885487106	0.007	unweighted	1168	1168
3327	metF	3.1471490534739464	0.01	unweighted	1160	1160
3328	yliI	3.924619241151398	0.001	unweighted	1133	1133
3329	aroA	3.738449554352745	0.002	unweighted	1154	1154
3330	thiG	2.6656777369926377	0.021	unweighted	1174	1174
3331	hipA	4.289078251233895	0.001	unweighted	1160	1160
3332	ffh	4.749955702742833	0.001	unweighted	1166	1166
3333	yfaW	2.9783990257364112	0.013	unweighted	1152	1152
3334	yghS	2.460626211897657	0.03	unweighted	1164	1164
3335	dltA_4	2.9298956003845644	0.004	unweighted	1197	1197
3336	narG	4.31136368536828	0.001	unweighted	1143	1143
3337	dcyD	3.963861167715413	0.002	unweighted	1170	1170
3338	glpQ	2.6518685363582555	0.021	unweighted	1156	1156
3339	ygaZ	4.9708814551459515	0.001	unweighted	1164	1164
3340	ydaM	4.694260108705835	0.001	unweighted	1143	1143
3341	mlrA	2.743922554008112	0.015	unweighted	1165	1165
3342	pdhR	3.517041553326563	0.002	unweighted	1148	1148
3343	fhuA_3	4.694331544021297	0.001	unweighted	1209	1209
3344	yijD	3.1443271874377645	0.011	unweighted	1174	1174
3345	mbeC	0.7345642966050968	0.567	unweighted	1112	1112
3346	fdnG_2	2.553386035361981	0.019	unweighted	1205	1205
3347	ppiB	3.5628137266562816	0.004	unweighted	1170	1170
3348	yidJ	2.5500696506769858	0.016	unweighted	1178	1178
3349	xthA	3.3999386081540584	0.002	unweighted	1161	1161
3350	nuoK	2.797365582957669	0.016	unweighted	1160	1160
3351	sufS	4.687868407642555	0.001	unweighted	1160	1160
3352	rrrD	4.818135965549191	0.002	unweighted	1176	1176
3353	mdoD	5.33013649514215	0.001	unweighted	1137	1137
3354	yceI	4.12016848829532	0.003	unweighted	1172	1172
3355	iscU	2.7010181335208023	0.02	unweighted	1156	1156
3356	btuR	5.151278637336458	0.001	unweighted	1175	1175
3357	metR	3.289617905925949	0.006	unweighted	1165	1165
3358	pbpG	2.679947498987522	0.016	unweighted	1155	1155
3359	gspO	3.4464076466241416	0.006	unweighted	1173	1173
3360	fliK	3.6955357837961094	0.002	unweighted	1166	1166
3361	flgE	3.65270639549671	0.004	unweighted	1168	1168
3362	pabB	4.317687791552503	0.001	unweighted	1164	1164
3363	eutA	2.1034938315694975	0.049	unweighted	1167	1167
3364	fucR	3.525127851720834	0.004	unweighted	1180	1180
3365	rffA	3.2353515307890897	0.006	unweighted	1168	1168
3366	nhaA	2.9086926711448537	0.017	unweighted	1160	1160
3367	yjjG	3.0523143258717873	0.01	unweighted	1166	1166
3368	lplA	2.628266267505591	0.02	unweighted	1166	1166
3369	ygfI	3.8558420025913707	0.003	unweighted	1172	1172
3370	glpE	2.8371257042396336	0.014	unweighted	1161	1161
3371	prc	3.8836310733821144	0.001	unweighted	1157	1157
3372	pdxA_2	4.114847389387343	0.001	unweighted	1210	1210
3373	thiS	2.7290744002523657	0.025	unweighted	1171	1171
3374	malI	3.6515991461106174	0.001	unweighted	1171	1171
3375	rne	3.232938632402114	0.004	unweighted	1157	1157
3376	yghG	2.488062580381923	0.022	unweighted	1164	1164
3377	secD	3.4138570130015733	0.005	unweighted	1163	1163
3378	ydhP	4.30350956765946	0.001	unweighted	1167	1167
3379	shiA_1	8.439871148720595	0.001	unweighted	1203	1203
3380	astC	3.8225945523967084	0.004	unweighted	1164	1164
3381	rluD	3.8337321288425477	0.002	unweighted	1174	1174
3382	yjjM	3.0228613998625433	0.009	unweighted	1165	1165
3383	cueR	4.158132032128494	0.002	unweighted	1155	1155
3384	narY	2.7716633129343915	0.018	unweighted	1167	1167
3385	gor	2.41110936545705	0.036	unweighted	1165	1165
3386	yjdC	3.0220832762268017	0.012	unweighted	1163	1163
3387	yjcD	2.8801767174880664	0.016	unweighted	1172	1172
3388	ulaE	2.777775381871931	0.016	unweighted	1159	1159
3389	insN-1_7	7.199157871929704	0.001	unweighted	1107	1107
3390	cadB	2.7819887707376574	0.013	unweighted	1173	1173
3391	rbsK_1	8.644888042490766	0.001	unweighted	1211	1211
3392	rmuC	3.7215670031148	0.002	unweighted	1169	1169
3393	arsC	3.0960237631751237	0.009	unweighted	1165	1165
3394	yqiG	2.9585239166739745	0.004	unweighted	1162	1162
3395	thrB	3.361805091358447	0.005	unweighted	1173	1173
3396	sppA	3.5579431718468864	0.002	unweighted	1173	1173
3397	nanE	2.2851092156018527	0.033	unweighted	1159	1159
3398	yhdY	2.5593182957116354	0.024	unweighted	1164	1164
3399	yehW	2.9562011988561645	0.008	unweighted	1172	1172
3400	cheB	3.5388709209740314	0.005	unweighted	1167	1167
3401	hupB	4.019487534225082	0.004	unweighted	1169	1169
3402	hofP	3.89982896168638	0.003	unweighted	1169	1169
3403	ltaE	4.587067997242538	0.001	unweighted	1128	1128
3404	aaeA_1	4.234830854893711	0.001	unweighted	1206	1206
3405	fliA	3.733728743873087	0.004	unweighted	1168	1168
3406	ydhB_1	7.584567822878714	0.001	unweighted	1205	1205
3407	pqiB_2	3.5862322962490487	0.002	unweighted	1203	1203
3408	ghoS	3.2203637333362463	0.01	unweighted	1182	1182
3409	tatE	3.1255750815450045	0.011	unweighted	1164	1164
3410	rfaL	3.4907163172407714	0.002	unweighted	1169	1169
3411	eutK	2.8701487252899582	0.019	unweighted	1164	1164
3412	atoS	2.964410390860022	0.014	unweighted	1163	1163
3413	sbmA	3.115996381241529	0.006	unweighted	1163	1163
3414	ymdB	4.278469179342306	0.002	unweighted	1169	1169
3415	fimA_1	5.236940815313107	0.001	unweighted	1204	1204
3416	zntA	2.7937181110555716	0.015	unweighted	1166	1166
3417	ykfF_1	13.116530039843404	0.001	unweighted	1199	1199
3418	atzF	3.131012586453163	0.007	unweighted	1162	1162
3419	glpT_1	3.99171481232282	0.001	unweighted	1205	1205
3420	torC	3.1948917798272674	0.007	unweighted	1166	1166
3421	mqo	2.8240836867563393	0.015	unweighted	1172	1172
3422	phnP	3.3098105785662466	0.004	unweighted	1170	1170
3423	lptF	3.6327895101994705	0.004	unweighted	1073	1073
3424	ppdD	4.676944949170467	0.002	unweighted	1161	1161
3425	carA	3.5255509796825204	0.005	unweighted	1161	1161
3426	clpA	4.489442902142947	0.001	unweighted	1141	1141
3427	kbaY_4	5.172867528862547	0.001	unweighted	1206	1206
3428	yigB	2.735103007772881	0.014	unweighted	1175	1175
3429	hemX	3.056298133723651	0.009	unweighted	1166	1166
3430	pcm	4.423807827707825	0.002	unweighted	1165	1165
3431	yeeO	3.4328315719184	0.002	unweighted	1161	1161
3432	yfeX	2.9475687239537516	0.008	unweighted	1174	1174
3433	hslR	3.037733758773996	0.01	unweighted	1168	1168
3434	roxA	3.7579847921825382	0.003	unweighted	1165	1165
3435	dctB	3.2957973392737805	0.006	unweighted	1169	1169
3436	hisI	3.142977927751531	0.01	unweighted	1156	1156
3437	mtgA	2.3658918827760034	0.029	unweighted	1168	1168
3438	rlmC	3.7800617352929677	0.003	unweighted	1134	1134
3439	ydeH	4.291727137071969	0.001	unweighted	1178	1178
3440	cbtA_5	7.932866127911666	0.001	unweighted	1050	1050
3441	yhgE	3.2640021881922396	0.006	unweighted	1165	1165
3442	mchB	2.9404395844855844	0.013	unweighted	1144	1144
3443	yjbR_1	5.553986721528592	0.001	unweighted	1202	1202
3444	glmU_3	6.087661025611012	0.001	unweighted	1190	1190
3445	tsgA	2.710927691493218	0.024	unweighted	1173	1173
3446	hemR	3.1774995619625153	0.008	unweighted	1143	1143
3447	mnmE	3.4269036306764025	0.004	unweighted	1181	1181
3448	modA	3.9278035714218578	0.001	unweighted	1181	1181
3449	ubiG	2.9686281447028806	0.013	unweighted	1158	1158
3450	hisC	3.0431517251335696	0.008	unweighted	1159	1159
3451	yfeR	2.713341216582118	0.019	unweighted	1158	1158
3452	osmF	3.1521794300170978	0.004	unweighted	1175	1175
3453	yadI_1	2.6382946469967585	0.002	unweighted	1204	1204
3454	rlmI	4.409367898450306	0.001	unweighted	1170	1170
3455	cydC	3.8536641140788053	0.003	unweighted	1148	1148
3456	ykgR	3.458052762085841	0.005	unweighted	1164	1164
3457	pikAV_2	3.937266554748736	0.003	unweighted	1203	1203
3458	yhhY_2	3.2960187009567874	0.002	unweighted	1204	1204
3459	fepC_1	4.66525186611472	0.001	unweighted	1211	1211
3460	yahK	2.8752625008655386	0.01	unweighted	1157	1157
3461	yafE	2.550976452374443	0.025	unweighted	1177	1177
3462	manY_2	7.839722013866879	0.001	unweighted	1206	1206
3463	hycA	4.364268533236933	0.001	unweighted	1173	1173
3464	rsmC	3.2126886765434666	0.008	unweighted	1170	1170
3465	gshB	4.13341496960664	0.002	unweighted	1168	1168
3466	ychQ	4.542553475472571	0.002	unweighted	1179	1179
3467	uspA	2.8413504747164784	0.03	unweighted	1181	1181
3468	yeeR_1	6.673344110196929	0.001	unweighted	1066	1066
3469	holE	3.829184010073233	0.006	unweighted	1167	1167
3470	dinD	3.2138420544007253	0.004	unweighted	1178	1178
3471	talB	2.9243509916199124	0.01	unweighted	1157	1157
3472	cspA	3.180263384031562	0.01	unweighted	1167	1167
3473	nadD	3.9230807701682657	0.001	unweighted	1179	1179
3474	hemF	2.074833346976162	0.051	unweighted	1165	1165
3475	kgtP_1	8.97993145759197	0.001	unweighted	1204	1204
3476	yebV	3.2377247326168295	0.006	unweighted	1163	1163
3477	matP	3.0628167030550517	0.01	unweighted	1166	1166
3478	brnQ	3.0932389214726363	0.006	unweighted	1157	1157
3479	murG	2.7339578950305534	0.018	unweighted	1170	1170
3480	leuE	3.3428354845803727	0.005	unweighted	1158	1158
3481	phnN	3.495432701160554	0.002	unweighted	1170	1170
3482	ygbL	4.842382116212265	0.002	unweighted	1167	1167
3483	caiD	3.4513237747748624	0.006	unweighted	1151	1151
3484	ykgF	4.125529463453543	0.001	unweighted	1175	1175
3485	yjiE	2.685766051943062	0.015	unweighted	1172	1172
3486	mrcB	3.7720954107600413	0.001	unweighted	1167	1167
3487	rdgC_1	5.04131997028521	0.001	unweighted	1202	1202
3488	bglA_1	2.6730051033719002	0.005	unweighted	1205	1205
3489	nfuA	2.917100600999408	0.015	unweighted	1167	1167
3490	ybgO_2	4.1894838242834105	0.001	unweighted	1206	1206
3491	ycaL	3.6111291341624714	0.003	unweighted	1158	1158
3492	yaiO_1	4.129071971223458	0.001	unweighted	1192	1192
3493	rsxB	4.084913168942852	0.002	unweighted	1158	1158
3494	ynjE	3.967568479101607	0.001	unweighted	1169	1169
3495	nrfC	2.509619487543803	0.032	unweighted	1155	1155
3496	purB	4.089594759815865	0.001	unweighted	1169	1169
3497	ybaA	3.748235120541263	0.006	unweighted	1168	1168
3498	ychE	5.120987230604697	0.001	unweighted	1167	1167
3499	manZ_1	7.780093466915321	0.001	unweighted	1205	1205
3500	ttdB	2.472600339248481	0.035	unweighted	1172	1172
3501	ybfF	2.852121526181039	0.014	unweighted	1166	1166
3502	wzxE	3.4476953707770286	0.005	unweighted	1172	1172
3503	yfcC_2	5.9124118935004555	0.001	unweighted	1210	1210
3504	garD_1	4.971593857555987	0.001	unweighted	1210	1210
3505	ddpF	2.815531069526837	0.014	unweighted	1162	1162
3506	ymgE_1	4.694939378754023	0.001	unweighted	1204	1204
3507	yohF_2	2.998286031800642	0.005	unweighted	1204	1204
3508	era_6	7.137372089117382	0.001	unweighted	1046	1046
3509	yphB_2	7.435046561587549	0.001	unweighted	1199	1199
3510	purH	3.165373126290735	0.007	unweighted	1173	1173
3511	ybhB	3.449371205843936	0.008	unweighted	1144	1144
3512	melA	3.3014983990937417	0.003	unweighted	1172	1172
3513	rpmJ	3.4691334082883483	0.008	unweighted	1166	1166
3514	entC	4.2260085233081055	0.001	unweighted	1167	1167
3515	eamB	2.858854236880808	0.009	unweighted	1164	1164
3516	ybaK	3.899355701784721	0.003	unweighted	1158	1158
3517	fimB_2	4.7332944971083	0.001	unweighted	1202	1202
3518	lacZ	2.799347350037067	0.009	unweighted	1134	1134
3519	ychO	6.442696968454017	0.001	unweighted	1168	1168
3520	yqjE	2.9888717476288837	0.007	unweighted	1170	1170
3521	yaiP_1	3.5984241587696872	0.001	unweighted	1192	1192
3522	hemL	4.488622409945715	0.002	unweighted	1160	1160
3523	gntP	2.8693605983394823	0.017	unweighted	1176	1176
3524	ypdF	2.99204289471559	0.008	unweighted	1167	1167
3525	gcvP	4.027989626795054	0.001	unweighted	1159	1159
3526	leuO	3.5241999819094922	0.003	unweighted	1163	1163
3527	phnD	3.446695593071621	0.002	unweighted	1177	1177
3528	ydcX_1	3.91087762183715	0.001	unweighted	1165	1165
3529	gadX	2.8643211734163576	0.013	unweighted	1151	1151
3530	pgpB	5.841083914051174	0.001	unweighted	1179	1179
3531	cbrB	2.6799441933103827	0.023	unweighted	1183	1183
3532	malX_2	2.2270415092808045	0.016	unweighted	1206	1206
3533	prmC	4.5873452397621355	0.001	unweighted	1162	1162
3534	gltJ	3.0012887507944237	0.004	unweighted	1152	1152
3535	ygeA	3.3902983988618085	0.004	unweighted	1168	1168
3536	kefC	2.795296680831781	0.014	unweighted	1152	1152
3537	yjgA	3.549340853453373	0.004	unweighted	1134	1134
3538	shlB	4.718539725656726	0.001	unweighted	1128	1128
3539	yfbK	3.812480762728513	0.004	unweighted	1162	1162
3540	radA	2.5734379965601364	0.023	unweighted	1156	1156
3541	pncC_2	3.71970754912154	0.001	unweighted	1201	1201
3542	rob_1	3.5361969122690162	0.003	unweighted	1203	1203
3543	yfjQ_1	3.6704474291145956	0.002	unweighted	1208	1208
3544	arnB	3.5336854288719852	0.005	unweighted	1162	1162
3545	pnuC_2	2.716980548207924	0.004	unweighted	1204	1204
3546	dadA	4.596947978822861	0.001	unweighted	1159	1159
3547	flu_1	7.195969044494796	0.001	unweighted	1208	1208
3548	pphA	3.759296809932781	0.002	unweighted	1171	1171
3549	cysW	2.9694274637097897	0.009	unweighted	1156	1156
3550	yegD	3.554850719973031	0.002	unweighted	1163	1163
3551	yibN	3.1540592636217313	0.003	unweighted	1167	1167
3552	lpxC	3.1631244812867414	0.011	unweighted	1170	1170
3553	tppB	4.143934765333445	0.003	unweighted	1158	1158
3554	ydgI	3.6008223390242637	0.002	unweighted	1166	1166
3555	uidR	3.900757627487712	0.002	unweighted	1164	1164
3556	nadR_1	5.2638296334076395	0.001	unweighted	1205	1205
3557	ycjP	4.484130106589141	0.001	unweighted	1153	1153
3558	rraA	2.9138689312346577	0.014	unweighted	1161	1161
3559	evgS	3.098931383496617	0.006	unweighted	1147	1147
3560	rpsI	2.815652243228685	0.018	unweighted	1168	1168
3561	fadR	4.39840385590874	0.001	unweighted	1177	1177
3562	sucD_2	2.5589938756147665	0.009	unweighted	1204	1204
3563	sodC	4.14371853602503	0.001	unweighted	1175	1175
3564	ylaC	4.068413597615188	0.002	unweighted	1169	1169
3565	rhlB	2.915362332821578	0.016	unweighted	1178	1178
3566	nirC	2.830516788551275	0.013	unweighted	1171	1171
3567	ribA	4.8916040752915855	0.002	unweighted	1183	1183
3568	ycdT	4.133434557103343	0.001	unweighted	1151	1151
3569	topB	3.6988578042487954	0.003	unweighted	1163	1163
3570	rpsC	3.956187705146712	0.001	unweighted	1181	1181
3571	tusE	3.9800155707515077	0.003	unweighted	1170	1170
3572	yadN	4.447748282377915	0.001	unweighted	1175	1175
3573	ybdM_1	5.651015766701514	0.001	unweighted	1198	1198
3574	ydiF_3	7.218459793052362	0.001	unweighted	1202	1202
3575	rbsA_1	5.86351821610697	0.001	unweighted	1210	1210
3576	kdsB_1	4.261091950142231	0.001	unweighted	1207	1207
3577	yggT	4.073419263340448	0.002	unweighted	1172	1172
3578	argA	3.532589041500351	0.002	unweighted	1167	1167
3579	proV	7.853675048279923	0.001	unweighted	1149	1149
3580	uxaB	4.9922179684358925	0.002	unweighted	1179	1179
3581	cyoA	3.5814559711480594	0.001	unweighted	1161	1161
3582	bioD	3.6763004297728896	0.002	unweighted	1143	1143
3583	ygiZ	2.73371622927859	0.026	unweighted	1174	1174
3584	agaC_2	2.82350461939698	0.015	unweighted	1204	1204
3585	trpR	2.684623415248896	0.016	unweighted	1173	1173
3586	pal	3.2997988042996482	0.005	unweighted	1165	1165
3587	yafX_4	6.402292720190059	0.001	unweighted	1039	1039
3588	papA_1	5.168954335306932	0.001	unweighted	1190	1190
3589	ydiM	3.6221620567147728	0.006	unweighted	1160	1160
3590	rsd	2.6775231301132507	0.024	unweighted	1175	1175
3591	adhE	4.613668587658228	0.001	unweighted	1156	1156
3592	yihF_1	8.046390508357543	0.001	unweighted	1203	1203
3593	ydgC	3.4989524820797286	0.002	unweighted	1176	1176
3594	dapA_2	3.6920451616530188	0.002	unweighted	1211	1211
3595	ycjN	4.8714463799164385	0.001	unweighted	1158	1158
3596	ybcJ	3.475979764456378	0.004	unweighted	1181	1181
3597	yohC	2.7546550667694847	0.022	unweighted	1170	1170
3598	ydeN_1	5.213354859625364	0.001	unweighted	1202	1202
3599	insAB-1_1	2.1641691771116736	0.047	unweighted	1097	1097
3600	pyrD	3.2981908790015577	0.006	unweighted	1164	1164
3601	plsY	2.9865492762398165	0.011	unweighted	1176	1176
3602	RBKS	4.210276425297446	0.001	unweighted	1157	1157
3603	ybjC	3.4145939014611666	0.006	unweighted	1145	1145
3604	rbsB_2	9.665082406911825	0.001	unweighted	1211	1211
3605	nrdH	4.674613262378564	0.001	unweighted	1175	1175
3606	potI	4.1648647268899355	0.001	unweighted	1138	1138
3607	icd_1	3.955762690762808	0.001	unweighted	1199	1199
3608	csiE	2.3670347756919754	0.028	unweighted	1151	1151
3609	grxB	4.51201995036521	0.001	unweighted	1179	1179
3610	fadL	3.1828035547652225	0.012	unweighted	1153	1153
3611	gpmM	3.390039282598253	0.005	unweighted	1167	1167
3612	aaeR	2.324107236683003	0.042	unweighted	1158	1158
3613	barA	4.194011354055738	0.001	unweighted	1144	1144
3614	flhB	3.9540250698051933	0.004	unweighted	1167	1167
3615	fecD_4	4.673624759655364	0.001	unweighted	1212	1212
3616	fsaA	3.4317836458258943	0.006	unweighted	1158	1158
3617	ygiN	2.9517083745130335	0.016	unweighted	1179	1179
3618	papB_2	3.384386838249549	0.004	unweighted	1192	1192
3619	yfiC	3.3279871799795844	0.009	unweighted	1177	1177
3620	rfe	3.484304779225741	0.003	unweighted	1170	1170
3621	php_2	6.187305197289944	0.001	unweighted	1200	1200
3622	proB	3.913799414988806	0.002	unweighted	1166	1166
3623	mnaT	5.117887398056375	0.001	unweighted	1159	1159
3624	fdnH	2.7683529554415096	0.019	unweighted	1184	1184
3625	dnaB	3.2241844174056444	0.006	unweighted	1168	1168
3626	yqhD	2.8362714886572253	0.012	unweighted	1170	1170
3627	cysI	4.8346382055779245	0.001	unweighted	1181	1181
3628	ysgA_2	10.833825115668816	0.001	unweighted	1205	1205
3629	mlaD	2.515262750025833	0.025	unweighted	1159	1159
3630	gatA	3.1991006982408066	0.007	unweighted	1169	1169
3631	ygiD	2.697974259873397	0.022	unweighted	1168	1168
3632	nanA_2	4.452936978770958	0.002	unweighted	1201	1201
3633	yraP	2.4353746859982905	0.04	unweighted	1167	1167
3634	imm_3	4.983753057593285	0.002	unweighted	1193	1193
3635	yphC	2.1176286799033006	0.056	unweighted	1145	1145
3636	ydiS	3.2169847927304915	0.003	unweighted	1169	1169
3637	cysC	4.282385247974561	0.002	unweighted	1171	1171
3638	rnhA	2.3544250874245987	0.042	unweighted	1162	1162
3639	ybdG	3.7316297267433893	0.004	unweighted	1149	1149
3640	rpoA	3.674607225587595	0.003	unweighted	1163	1163
3641	ygdI_2	3.6895448943511036	0.003	unweighted	1204	1204
3642	nrdB	2.8648817109886835	0.011	unweighted	1167	1167
3643	aceB	2.4309903549565806	0.028	unweighted	1153	1153
3644	ampG_1	5.459495414023301	0.001	unweighted	1205	1205
3645	yccM	3.249440741501354	0.006	unweighted	1168	1168
3646	phoE_1	3.494041208994457	0.001	unweighted	1203	1203
3647	ybjI	3.3322375590484197	0.01	unweighted	1146	1146
3648	potC	3.735760418712469	0.004	unweighted	1164	1164
3649	ispD	4.151808204574148	0.004	unweighted	1170	1170
3650	hcpA	3.8985453222522017	0.003	unweighted	1178	1178
3651	surE	4.878334499606525	0.001	unweighted	1173	1173
3652	aaeX	2.490334297777198	0.029	unweighted	1175	1175
3653	csgA	4.104364489758241	0.001	unweighted	1182	1182
3654	gspF_2	3.5183386310635703	0.001	unweighted	1206	1206
