	sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	isolate_number	latitude	latitude_units	life_stage	longitude	longitude_units	mouse_dob	mouse_id	mouse_strain	qiita_study_id	sample_type	scientific_name	sex	taxon_id	tube_id	zarrinparlab_quant_ng_ul	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	plate	observed_features	bin_name	outliers
41B_Month1_13	12986.41B.Month1.13		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_13		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	645	up_to-1000	no
41B_Month1_14	12986.41B.Month1.14		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_14		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	1120	greater_than_1000	no
41B_Month1_15	12986.41B.Month1.15		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_15		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	1081	greater_than_1000	no
41B_Month1_16	12986.41B.Month1.16		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_16		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	1118	greater_than_1000	no
41B_Month1_17	12986.41B.Month1.17		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_17		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	1121	greater_than_1000	no
41B_Month1_18	12986.41B.Month1.18		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_18		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	866	up_to-1000	no
41B_Month1_19	12986.41B.Month1.19		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_19		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	8	low	yes
41B_Month1_2	12986.41B.Month1.2		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_2		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	991	up_to-1000	no
41B_Month1_20	12986.41B.Month1.20		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_20		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	1103	greater_than_1000	no
41B_Month1_21	12986.41B.Month1.21		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_21		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	7	low	yes
41B_Month1_22	12986.41B.Month1.22		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_22		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	8	low	yes
41B_Month1_23	12986.41B.Month1.23		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_23		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	14	AZ20_main	yes
41B_Month1_24	12986.41B.Month1.24		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_24		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	7	low	yes
41B_Month1_3	12986.41B.Month1.3		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_3		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	8	low	yes
41B_Month1_4	12986.41B.Month1.4		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_4		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	8	low	yes
41B_Month1_5	12986.41B.Month1.5		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_5		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	8	low	yes
41B_Month1_6	12986.41B.Month1.6		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_6		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	8	low	yes
41B_Month1_7	12986.41B.Month1.7		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_7		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	958	up_to-1000	no
41B_Month1_8	12986.41B.Month1.8		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_8		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	8	low	yes
41B_Month1_9	12986.41B.Month1.9		41.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month1_9		41B	A1	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	8	low	yes
41B_Month3_1	12986.41B.Month3.1		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_1		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	71	AZ51_main	no
41B_Month3_10	12986.41B.Month3.10		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_10		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	71	AZ51_main	no
41B_Month3_11	12986.41B.Month3.11		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_11		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	69	AZ51_main	no
41B_Month3_12	12986.41B.Month3.12		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_12		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	8	low	yes
41B_Month3_13	12986.41B.Month3.13		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_13		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	71	AZ51_main	no
41B_Month3_14	12986.41B.Month3.14		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_14		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	75	AZ51_main	no
41B_Month3_15	12986.41B.Month3.15		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_15		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	63	AZ51_main	no
41B_Month3_16	12986.41B.Month3.16		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_16		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	71	AZ51_main	no
41B_Month3_17	12986.41B.Month3.17		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_17		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	71	AZ51_main	no
41B_Month3_18	12986.41B.Month3.18		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_18		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	69	AZ51_main	no
41B_Month3_19	12986.41B.Month3.19		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_19		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	71	AZ51_main	no
41B_Month3_20	12986.41B.Month3.20		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_20		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	29	middle	yes
41B_Month3_21	12986.41B.Month3.21		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_21		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	71	AZ51_main	no
41B_Month3_22	12986.41B.Month3.22		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_22		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	71	AZ51_main	no
41B_Month3_23	12986.41B.Month3.23		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_23		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	71	AZ51_main	no
41B_Month3_24	12986.41B.Month3.24		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_24		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	8	low	yes
41B_Month3_3	12986.41B.Month3.3		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_3		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	64	AZ51_main	no
41B_Month3_4	12986.41B.Month3.4		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_4		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	71	AZ51_main	no
41B_Month3_5	12986.41B.Month3.5		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_5		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	67	AZ51_main	no
41B_Month3_6	12986.41B.Month3.6		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_6		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	71	AZ51_main	no
41B_Month3_7	12986.41B.Month3.7		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_7		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	71	AZ51_main	no
41B_Month3_8	12986.41B.Month3.8		41.0	Month3	12/12/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	41B	10090.0	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/6/17	41B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	male	410661.0	41B_Month3_8		41B	A1	A	12/12/17	AZ51	magnetic bead	Thermo CORE	2.0	11.0	71	AZ51_main	no
